"","x","y"
"1",1.21337094306946,48.4304554597229
"2",6.8818065315485,129.793388553457
"3",6.36669094413519,91.9364237413286
"4",4.3309058919549,49.3792730808052
"5",2.99177423268557,42.3958070098742
"6",4.12339224219322,35.4286141927463
"7",1.07599567621946,58.4573618827651
"8",4.37083374112844,43.8609494705758
"9",3.59083272516727,41.6493843466651
"10",2.72201234251261,53.0531792469207
"11",5.11945413053036,54.8201262498492
"12",2.90911541730165,33.1511816590506
"13",3.77259123921394,41.78105456607
"14",3.99650827944279,36.9649020998971
"15",2.3204964235425,57.8455599885923
"16",6.03015436530113,80.1101770437663
"17",2.84962100088596,44.849243244141
"18",2.3761791691184,47.4808574455956
"19",3.60981280356646,34.7526354982465
"20",6.8158518999815,124.66768683452
"21",2.39606812894344,47.795412398048
"22",2.96930645555258,42.2327251219575
"23",6.00692079216242,81.3711401838843
"24",6.70972362011671,104.132578966639
"25",2.5089216157794,50.394384206872
"26",6.46650749444962,100.217050064084
"27",5.35956604480743,60.6790204887008
"28",0.747910167276859,61.5661332250083
"29",5.53572899103165,64.0737465111926
"30",5.53145236670971,56.1342754358855
"31",6.37164480239153,88.7603757060498
"32",5.00931980013847,45.0195771994032
"33",3.74183059334755,42.8311342344972
"34",4.10828600227833,45.4604954737733
"35",4.9857303366065,42.8863816097527
"36",3.43762475699186,38.4617494296934
"37",2.00706827193499,55.654100456829
"38",3.57063153684139,41.5133963854014
"39",5.18251559883356,61.17252951476
"40",1.51933539658785,56.4658447925582
"41",4.38947218954563,48.9393515698924
"42",4.54691072106361,50.2200507428674
"43",3.57721011042595,47.7031067873221
"44",0.920816500484943,58.6155071761988
"45",0.978847159445286,53.1261750913325
"46",6.16074214279652,88.1017074591007
"47",5.57690047621727,59.5829482447887
"48",5.96561495512724,70.6548404186062
"49",3.05289479792118,38.608034085867
"50",4.76617052555084,44.4221978611762
"51",6.47563232630491,94.5604092104214
"52",5.45742620080709,69.6597138908178
"53",4.71090269237757,42.5882709805319
"54",6.4279212012887,98.6580322366522
"55",5.17714308798313,52.238073607106
"56",2.52318466752768,42.3555582746961
"57",2.78325517326593,48.0863006615872
"58",4.58650211542845,47.7190305936664
"59",3.96651746332645,39.9574103676594
"60",2.26116842925549,40.2801856484482
"61",3.11223913729191,35.5913744510208
"62",5.46912318468094,58.5853815881448
"63",5.75040849149227,73.9866829119448
"64",5.28948345631361,67.6421271609939
"65",2.4843779951334,39.2461137976314
"66",2.56792202889919,46.3343836468875
"67",5.29532356858253,53.1497032235693
"68",1.27313753515482,51.1920026150913
"69",5.59362990707159,65.9421022726567
"70",2.84245908856392,39.9071965880852
"71",2.26902592033148,50.6493856931895
"72",2.52279428392649,35.5846355546047
"73",0.891760104894638,52.3811586073396
"74",5.42905937433243,57.4087504285417
"75",1.96585842818022,49.3721097622861
"76",2.24831303805113,47.233308243777
"77",6.12923498600721,78.6011409554721
"78",3.65956228077412,42.9827025724752
"79",3.16579595208168,40.6269370007881
"80",3.68978792876005,38.6714317858142
