"","mu8sig3list","mu2sig4list","sum","diff","fourTimesMu8sig3list"
"1",1.86428994475816,-0.387669236842328,1.47662070791583,2.25195918160049,7.45715977903265
"2",3.01279652374096,8.66139018174962,11.6741867054906,-5.64859365800867,12.0511860949638
"3",11.6389837573852,3.66953696218548,15.3085207195707,7.96944679519975,46.5559350295409
"4",7.59686618753301,1.62054209543886,9.21740828297186,5.97632409209415,30.387464750132
"5",10.3325270729078,7.09222638109045,17.4247534539982,3.24030069181735,41.3301082916312
"6",13.8432527367124,-0.0163181214176515,13.8269346152948,13.8595708581301,55.3730109468498
"7",9.34551614486705,0.409030523913927,9.75454666878097,8.93648562095312,37.3820645794682
"8",5.93402873019969,2.89610441313482,8.8301331433345,3.03792431706487,23.7361149207987
"9",3.80425530364212,1.52956998862311,5.33382529226523,2.27468531501901,15.2170212145685
"10",10.0489870332907,-0.573990734356412,9.47499629893428,10.6229777676471,40.1959481331628
"11",12.3600081708018,-1.65612696158637,10.7038812092154,14.0161351323882,49.4400326832073
"12",6.57987296557306,3.05474748285264,9.6346204484257,3.52512548272043,26.3194918622922
"13",8.83931259420786,0.124528168117592,8.96384076232546,8.71478442609027,35.3572503768315
"14",10.3780863639854,-0.213411386840922,10.1646749771444,10.5914977508263,41.5123454559414
"15",4.00830807962727,-1.11218610340842,2.89612197621885,5.1204941830357,16.0332323185091
"16",10.3472033166955,-1.21093941112334,9.13626390557214,11.5581427278188,41.3888132667819
"17",7.90336342628008,1.56917717495853,9.47254060123861,6.33418625132155,31.6134537051203
"18",7.99240656868511,-0.487417098036993,7.50498947064812,8.4798236667221,31.9696262747404
"19",8.66726612790154,-2.8608896802969,5.80637644760464,11.5281558081984,34.6690645116062
"20",9.14591760650164,5.74184947066952,14.8877670771712,3.40406813583212,36.5836704260065
"21",5.11688060188431,1.58827461923484,6.70515522111915,3.52860598264947,20.4675224075373
"22",5.27639956419841,2.06905154014262,7.34545110434103,3.20734802405578,21.1055982567936
"23",10.5759250380925,5.12489975521364,15.7008247933061,5.45102528287885,42.30370015237
"24",3.47436821703082,-1.41404864163846,2.06031957539235,4.88841685866928,13.8974728681233
"25",5.73867507848675,3.44120349877649,9.17987857726325,2.29747157971026,22.954700313947
"26",10.3713279649495,4.01915450681014,14.3904824717596,6.35217345813933,41.4853118597979
"27",2.07490687504152,0.701584189545785,2.7764910645873,1.37332268549573,8.29962750016607
"28",4.71028847848419,-3.94268804391759,0.767600434566599,8.65297652240178,18.8411539139368
"29",7.45139487862469,0.726063693180921,8.17745857180561,6.72533118544377,29.8055795144988
"30",9.61743456546581,-1.69911662556498,7.91831793990083,11.3165511910308,38.4697382618632
"31",10.5091091345698,-0.905666336479643,9.6034427980902,11.4147754710495,42.0364365382794
"32",10.5853357019627,6.20135846869705,16.7866941706597,4.38397723326566,42.3413428078508
"33",11.0623759505653,-1.45834039943896,9.60403555112629,12.5207163500042,44.249503802261
"34",12.0460011834522,0.399547788900718,12.4455489723529,11.6464533945514,48.1840047338086
"35",5.39527349562613,4.46127146871696,9.85654496434308,0.934002026909171,21.5810939825045
"36",7.62272870563914,3.15609603557963,10.7788247412188,4.46663267005951,30.4909148225566
"37",9.11383453842687,7.39724806294349,16.5110826013704,1.71658647548338,36.4553381537075
"38",6.17002756720922,1.68507756387739,7.85510513108661,4.48495000333182,24.6801102688369
"39",5.06985187353367,1.84233570892268,6.91218758245635,3.22751616461099,20.2794074941347
"40",8.89754741871085,-5.98295607316905,2.9145913455418,14.8805034918799,35.5901896748434
"41",-0.702862530004403,5.99316023365118,5.29029770364678,-6.69602276365558,-2.81145012001761
"42",8.68407362733173,7.60250446189056,16.2865780892223,1.08156916544117,34.7362945093269
"43",5.76711770613979,-1.14887299830096,4.61824470783882,6.91599070444075,23.0684708245591
"44",11.7671962150025,-2.72664520703467,9.04055100796782,14.4938414220372,47.06878486001
"45",10.1983467681147,-4.36110234292481,5.83724442518991,14.5594491110395,40.7933870724589
"46",9.21276877945215,7.75643356238712,16.9692023418393,1.45633521706504,36.8510751178086
"47",7.5326381910086,0.973476784321795,8.5061149753304,6.55916140668681,30.1305527640344
"48",10.0658849567139,1.45898556962295,11.5248705263369,8.60689938709095,40.2635398268556
"49",7.24945011354506,-4.94648451491846,2.3029655986266,12.1959346284635,28.9978004541802
"50",9.25141436624566,6.876590090087,16.1280044563327,2.37482427615866,37.0056574649826
"51",9.15352434467526,0.174288195244035,9.3278125399193,8.97923614943123,36.614097378701
"52",5.90844617024925,4.00762618281051,9.91607235305976,1.90081998743873,23.633784680997
"53",4.34788803206927,0.674619950152494,5.02250798222177,3.67326808191678,17.3915521282771
"54",5.20051611656732,5.85761978024881,11.0581358968161,-0.657103663681482,20.8020644662693
"55",15.0611131884041,2.65479188817087,17.715905076575,12.4063213002332,60.2444527536163
"56",11.4704528202344,-2.48275505834269,8.98769776189173,13.9532078785771,45.8818112809377
"57",5.0019587278965,1.32004484392495,6.32200357182145,3.68191388397156,20.007834911586
"58",10.9988576755993,-1.97539987453787,9.02345780106138,12.9742575501371,43.995430702397
"59",5.69959481906275,4.75969975262934,10.4592945716921,0.939895066433408,22.798379276251
"60",3.78257352188067,-0.429536655806286,3.35303686607438,4.21211017768695,15.1302940875227
